id,Длинна,Диаметр,Цвет
70239202173048654,51.0,4.8,RAL-8017
70239201931544434,32.0,3.5,Черный
70239201931438525,30.0,3.5,None
70239202173068891,60.0,6.0,Желтый
70239202149070727,16.0,3.0,None
70239201931455136,160.0,12.0,None
70239201931568168,70.0,4.2,Черный
70239202157966176,152.0,4.8,Черный
70239201931544648,19.0,4.2,RAL-5005
70239202156227419,50.0,4.0,None
70239202173481159,19.0,4.2,Цинк
70239202173039130,16.0,2.5,Желтый
70239202157968474,20.0,3.5,Черный
70239202173112856,25.0,3.9,Желтый
70239202157977748,90.0,4.8,Черный
70239201931544269,16.0,4.2,RAL-7004
70239202156192014,20.0,3.0,Цинк
70239202157981424,70.0,4.2,Черный
70239202149065801,16.0,2.5,None
70239202173096109,100.0,4.8,None
70239202186613494,55.0,3.8,None
70239201931470097,50.0,3.5,None
70239202173041768,45.0,3.9,None
70239202173105353,19.0,5.5,RAL-5002
70239202188648348,40.0,5.0,None
70239202149057450,51.0,3.5,None
70239202157982245,76.0,4.2,Черный
70239202188863786,25.0,3.5,None
70239202173124339,45.0,5.0,Желтый
70239202149098567,45.0,3.5,None
70239202173481194,35.0,3.5,None
70239202173035362,110.0,6.0,Желтый
70239202149066008,64.0,5.5,None
70239202157977732,55.0,3.5,Черный
70239202173058632,70.0,4.8,RAL-9003
70239202188700343,40.0,3.5,Черный
70239202157975514,30.0,3.9,Черный
70239202157975084,41.0,3.5,Черный
70239202157979704,25.0,3.5,Черный
70239201954471373,38.0,5.5,Цинк
70239202157974783,70.0,4.8,Цинк
70239202173481155,19.0,4.2,None
70239202186947305,30.0,3.9,None
70239202173032341,51.0,3.5,None
70239202157983811,38.0,4.8,Цинк
70239202157977655,51.0,3.5,Черный
70239202173111677,60.0,4.8,Зеленый
70239202157978299,70.0,4.2,Черный
70239201942559830,70.0,4.8,Цинк
70239201931544132,75.0,4.2,Цинк
70239201931455489,140.0,8.0,None
70239202173480979,50.0,4.2,None
70239201931842054,25.0,3.5,None
70239201931551779,16.0,4.2,RAL-5005
70239202186613665,25.0,3.8,None
70239202157965632,95.0,4.8,Черный
70239201819352509,41.0,3.5,Черный
70239202153474736,76.0,4.2,Черный
70239202173129162,35.0,4.1,Белый
70239202173059299,None,None,None
70239202173051742,50.0,4.8,Зеленый
70239202149062430,70.0,6.0,None
70239202189558784,19.0,5.5,RAL-3011
70239202173084619,65.0,4.8,Синий
70239202173077912,100.0,5.0,Цинк
70239202157977527,22.0,3.9,Желтый
70239201931545059,65.0,5.5,Цинк
70239202186110006,16.0,3.5,None
70239202149000820,16.0,5.0,None
70239201942563052,100.0,6.0,Желтый
70239202156205331,12.0,3.0,Цинк
70239202157973168,25.0,3.5,Черный
70239201931544117,70.0,4.8,RAL-6005
70239202173063286,40.0,4.5,Желтый
70239201942559827,50.0,3.5,Желтый
70239202189548476,120.0,4.8,None
70239201931460546,12.0,3.0,None
70239202173132094,16.0,4.2,Зеленый
70239202188174617,35.0,4.8,RAL-8017
70239202186337344,19.0,3.9,Черный
70239202188863888,70.0,4.0,None
70239202173097990,90.0,5.0,Белый
70239202172993880,28.0,4.8,Зеленый
70239202157979289,25.0,4.2,Цинк
70239202153673862,64.0,5.5,None
70239201931545412,51.0,4.8,RAL-1014
70239202149079476,20.0,5.0,None
70239202187483408,76.0,4.2,None
70239202188263064,None,None,Коричневый
70239202173028172,32.0,4.2,Цинк
70239202173113833,45.0,3.5,None
70239202186277099,41.0,3.5,Черный
70239202173126732,28.0,4.8,RAL-3009
70239202156209398,80.0,5.0,Цинк
70239202173481201,41.0,3.5,Черный
70239202149062441,50.0,4.2,None
70239202013909624,32.0,5.5,RAL-3011
70239202189558891,30.0,4.0,None
70239202149098813,25.0,3.0,None
70239202157987311,65.0,3.8,Черный
70239201931544550,32.0,6.3,RAL-3005
70239202173133171,60.0,5.0,Желтый
70239202173100448,60.0,5.0,Желтый
70239202184190775,19.0,5.5,RAL-8017
70239201931549188,32.0,5.5,RAL-3003
70239202173036785,50.0,4.0,Желтый
70239202173032346,25.0,3.9,None
70239202188863875,16.0,3.0,None
70239202173084587,19.0,5.5,Цинк
70239202189614097,35.0,4.8,RAL-8014
70239202173069288,50.0,4.2,Цинк
70239202187046348,16.0,4.2,None
70239202173480896,35.0,4.8,Цинк
70239201931456039,140.0,12.0,None
70239202156226899,100.0,5.0,Цинк
70239201940734999,45.0,3.5,None
70239202149056922,19.0,3.9,None
70239202173481169,65.0,4.2,None
70239202156247543,25.0,2.5,Цинк
70239202157977853,70.0,6.3,Цинк
70239202149096847,51.0,4.8,None
70239202157980248,14.0,4.2,Цинк
70239202173104808,16.0,3.5,Желтый
70239202188377796,55.0,3.5,None
70239202149057512,40.0,3.5,None
70239202157968172,70.0,4.2,Черный
70239202157966561,45.0,3.5,Черный
70239201931545134,32.0,5.5,RAL-8017
70239202188578548,55.0,3.5,Черный
70239202156142304,60.0,5.0,Цинк
70239202173127304,35.0,4.8,Коричневый
70239202188624681,60.0,5.0,None
70239201931468794,25.0,4.0,None
70239201976611236,70.0,4.8,None
70239201954471682,76.0,4.8,Цинк
70239201940756779,51.0,5.5,None
70239202157973801,19.0,4.2,Цинк
70239202149073371,50.0,5.0,None
70239202186392904,25.0,3.5,Черный
70239202173043100,19.0,5.5,RAL-8017
70239202173026098,19.0,5.5,RAL-9003
70239202173031193,35.0,3.5,None
70239202157979020,64.0,3.9,Черный
70239202156187186,70.0,5.0,Цинк
70239202157983200,55.0,3.5,Черный
70239201940748281,25.0,3.5,None
70239202173042205,19.0,5.5,RAL-6005
70239202173111930,60.0,4.8,Синий
70239202173026283,28.0,4.8,RAL-5002
70239202173037783,16.0,4.0,Желтый
70239202157979979,25.0,4.2,Цинк
70239202173046481,40.0,5.0,Желтый
70239202149067803,35.0,4.0,None
70239201931544427,35.0,4.8,RAL-9003
70239201931544505,35.0,4.8,RAL-3003
70239202188510768,35.0,3.0,None
70239202156242678,35.0,3.9,Цинк
70239202157970665,50.0,4.8,Цинк
70239202173085066,55.0,3.5,None
70239202156266735,20.0,2.5,Цинк
70239202172972755,25.0,4.2,Белый
70239202186112196,16.0,4.2,None
70239202157994467,32.0,6.3,Цинк
70239202186339456,41.0,4.2,Цинк
70239202173100541,16.0,3.9,Белый
70239201940756991,25.0,4.2,None
70239202157972168,25.0,5.5,Цинк
70239201931551278,25.0,4.2,RAL-3005
70239201942561060,35.0,4.8,RAL-7004
70239202149066128,120.0,4.8,None
70239202189951443,76.0,6.3,None
70239201931544654,32.0,5.5,None
70239202180487790,16.0,3.9,None
70239202149057110,30.0,4.5,None
70239202173068461,70.0,4.5,Желтый
70239202173050123,30.0,3.5,Цинк
70239202157981386,127.0,4.8,Черный
70239202156229989,20.0,3.0,Цинк
70239202173481113,30.0,3.9,Черный
70239202173087880,60.0,6.0,Белый
70239202188511639,12.0,3.0,None
70239202148960320,70.0,5.0,None
70239202189623348,35.0,3.5,Черный
70239202173035057,45.0,4.0,Белый
70239201931825417,19.0,3.5,None
70239202188510847,30.0,4.5,None
70239202156232752,30.0,3.5,None
70239202156288762,30.0,3.0,Цинк
70239202173102912,19.0,4.2,Красный
70239202167038161,19.0,5.5,None
70239201942561407,70.0,6.0,Желтый
70239202149057291,10.0,2.5,None
70239202149079442,50.0,4.0,None
70239202149066581,45.0,3.5,None
70239201931544320,160.0,6.3,Цинк
70239201931471076,16.0,4.8,None
70239202157977027,25.0,3.5,Черный
70239202149062111,90.0,5.0,None
70239202157987447,25.0,4.2,Цинк
70239202156271943,50.0,4.0,Цинк
70239201942565360,70.0,4.8,Цинк
70239202175057133,60.0,5.0,None
70239201940584253,25.0,3.8,None
70239202173481013,110.0,4.8,None
70239202157973232,64.0,3.9,Черный
70239201931438757,75.0,4.2,None
70239202189530166,19.0,5.5,RAL-1015
70239202173070204,25.0,4.2,Цинк
70239202173097963,32.0,3.5,None
70239202186110394,16.0,3.5,None
70239202188749541,13.0,2.5,None
70239202173070855,35.0,4.8,Коричневый
70239202173047939,25.0,4.0,Желтый
70239202173191626,12.0,4.0,Желтый
70239201931471030,45.0,4.8,None
70239202173481025,50.0,4.8,RAL-6005
70239202157984066,55.0,3.5,Черный
70239202173126439,45.0,5.0,Белый
70239202157992731,130.0,6.3,Цинк
70239202173038028,25.0,4.0,Желтый
70239201940762278,16.0,4.2,None
70239202157967280,35.0,4.8,Цинк
70239202173092943,70.0,4.8,Синий
70239202173127351,60.0,4.8,Красный
70239202173135521,50.0,4.2,Цинк
70239201931461962,76.0,4.2,None
70239201931568243,55.0,3.5,Черный
70239202173037633,70.0,5.0,Желтый
70239202173087379,80.0,4.8,RAL - 5009
70239201931544204,70.0,6.3,None
70239202157968525,45.0,3.5,Черный
70239202173033509,19.0,3.5,None
70239202188648503,30.0,3.5,None
70239202186337542,35.0,3.8,None
70239201931545860,16.0,4.2,Цинк
70239202149082990,45.0,4.0,None
70239202172968839,13.0,4.2,RAL-9003
70239201931569216,55.0,3.5,Черный
70239202173059452,80.0,4.8,Зеленый
70239202188135885,100.0,4.8,None
70239202173085491,16.0,4.2,Белый
70239201942561851,16.0,4.2,Цинк
70239202187027112,19.0,3.9,None
70239201931462193,41.0,3.5,None
70239202149063058,12.0,3.5,None
70239202173056222,51.0,4.8,RAL-7004
70239202173080883,80.0,4.8,Синий
70239201954471340,25.0,4.2,Цинк
70239202186917030,55.0,3.8,None
70239201931545964,19.0,4.2,Цинк
70239202189548716,140.0,4.8,None
70239202149062609,20.0,3.0,None
70239202186613592,45.0,3.5,Черный
70239201931546351,19.0,6.3,Цинк
70239202189622753,25.0,3.5,None
70239201931468799,25.0,2.0,Цинк
70239202173079260,32.0,4.2,Цинк
70239202188511619,60.0,4.5,None
70239201931458926,90.0,4.2,None
70239202157986787,25.0,6.3,Цинк
70239202188749057,13.0,2.5,None
70239202173117927,41.0,3.5,None
70239202173110181,38.0,4.2,Цинк
70239202157969325,102.0,4.8,Черный
70239202188510783,45.0,3.9,None
70239202173094512,35.0,4.8,RAL - 5009
70239202156187196,70.0,4.0,Цинк
70239202180487580,60.0,6.0,None
70239201931462017,45.0,3.8,None
70239202173049135,70.0,4.0,Желтый
70239202173192069,19.0,4.8,Зеленый
70239202173125934,30.0,4.5,Белый
70239202187491102,35.0,4.8,RAL-3005
70239202187370157,45.0,3.5,None
70239201931462196,55.0,3.8,None
70239202173120326,90.0,4.2,None
70239202173481088,50.0,4.8,RAL-8017
70239201931546354,13.0,4.2,RAL-7004
70239202188507313,70.0,4.8,None
70239202173124337,25.0,4.1,Белый
70239202184375455,35.0,5.0,None
70239202157992696,45.0,6.0,Цинк
70239201931827102,25.0,3.5,None
70239202173128258,35.0,3.5,Желтый
70239202173094421,35.0,4.0,Желтый
70239201942561449,19.0,5.5,RAL-7004
70239201942559846,50.0,4.0,Желтый
70239202188511803,40.0,3.5,None
70239202149029320,35.0,3.5,None
70239202173127410,25.0,4.2,Красный
70239201940756651,50.0,4.2,None
70239202173045643,35.0,4.8,Зеленый
70239202173092003,70.0,4.8,Зеленый
70239201940584112,32.0,3.5,None
70239202173050692,51.0,4.8,RAL-9003
70239202173028853,51.0,4.8,RAL-3003
70239202173112879,25.0,3.5,None
70239202173096671,80.0,4.8,Зеленый
70239202173480848,76.0,4.2,Черный
70239202173124586,25.0,5.5,Зеленый
70239202149057653,75.0,4.2,None
70239202172969936,35.0,4.8,RAL-1015
70239201931553632,19.0,4.2,RAL-5005
70239202187045157,35.0,3.5,None
70239202172890397,51.0,4.8,RAL-1015
70239202173481325,89.0,4.2,Черный
70239202173480981,25.0,4.2,None
70239202149060059,19.0,3.5,None
70239202157981735,102.0,4.8,Черный
70239202188174633,35.0,3.9,None
70239202157987258,50.0,5.0,Цинк
70239202173071094,19.0,4.8,RAL-8017
70239202173128809,16.0,4.2,Цинк
70239202173480954,19.0,4.2,Цинк
70239201931460614,25.0,4.2,None
70239202173131186,50.0,4.8,RAL-3003
70239202157982650,35.0,3.5,Черный
70239202173109299,16.0,4.2,Цинк
70239202188624919,32.0,5.5,None
70239202173098393,29.0,4.8,None
70239202186392976,41.0,3.5,Черный
70239201942560569,35.0,4.8,RAL-7004
70239202157977259,25.0,3.5,Черный
70239201931549026,25.0,5.5,RAL-6002
70239202157973002,35.0,3.9,None
70239202173038025,35.0,4.8,RAL-5021
70239201942563363,25.0,4.2,Цинк
70239202174784159,102.0,4.8,Черный
70239202173191569,35.0,3.9,Желтый
70239202156220908,16.0,4.0,Цинк
70239202173116769,19.0,4.8,Коричневый
70239202157969307,25.0,3.9,None
70239202173131238,16.0,4.2,Красный
70239202173480887,55.0,3.5,Черный
70239202149117988,28.0,4.8,None
70239202157982036,11.0,3.5,Цинк
70239202173024380,32.0,5.5,RAL-9003
70239202157983504,75.0,4.2,Черный
70239202173071632,45.0,4.5,Желтый
70239202173081175,90.0,6.0,Цинк
70239202188510802,35.0,4.8,RAL-6026
70239202149079514,45.0,4.0,None
70239201931461410,16.0,4.2,None
70239202149065952,38.0,4.2,None
70239201931544259,29.0,4.8,RAL-6002
70239201931467771,45.0,3.5,None
70239202188648604,102.0,6.3,None
70239202188648586,25.0,5.0,None
70239202172919774,70.0,4.8,Красный
70239201931472451,25.0,3.9,None
70239202173104982,25.0,3.5,Белый
70239202149072898,30.0,3.9,None
70239202187040002,41.0,3.5,None
70239202186613738,25.0,3.5,Черный
70239202173481238,45.0,3.5,None
70239202149066271,50.0,4.0,None
70239202173133168,90.0,4.2,None
70239202014091744,130.0,6.3,Цинк
70239202157967665,60.0,5.0,Цинк
70239202173118088,16.0,5.0,Желтый
70239201931468795,130.0,4.8,None
70239202173077759,19.0,4.8,Зеленый
70239202188507334,100.0,4.8,None
70239202173096838,19.0,4.8,Коричневый
70239202156236760,25.0,3.5,None
70239201931544394,19.0,5.5,RAL-9003
70239202173034250,45.0,3.5,None
70239202186110114,32.0,3.5,Черный
70239202156198325,75.0,4.2,None
70239201931571608,152.0,5.0,Черный
70239201931571607,41.0,4.2,Цинк
70239201931544406,70.0,4.8,RAL-8017
70239202189529941,12.0,4.0,None
70239202173026569,25.0,4.0,Желтый
70239202173094132,35.0,3.0,Белый
70239201931544969,35.0,4.8,RAL-5005
70239202173481082,25.0,4.2,Цинк
70239201940584881,41.0,4.2,Цинк
70239201931544650,19.0,4.2,RAL-6005
70239202149070951,30.0,3.0,None
70239202149079495,25.0,3.5,None
70239202173048082,65.0,4.8,RAL - 5009
70239201931461790,57.0,4.2,None
70239202157980052,76.0,4.2,Черный
70239202173101857,19.0,4.8,Красный
70239202189595923,100.0,4.8,Черный
70239202157971184,35.0,3.5,Цинк
70239202173128393,38.0,5.5,Цинк
70239202157986210,50.0,4.5,Цинк
70239201954471808,19.0,5.5,Цинк
70239202157979339,45.0,4.0,Цинк
70239202173481216,32.0,4.2,Цинк
70239202173078749,35.0,4.8,Красный
70239202173115024,25.0,4.2,Цинк
70239202014033259,70.0,4.8,RAL-3011
70239202173067827,25.0,4.2,Цинк
70239202173118084,9.5,3.5,None
70239202186339674,35.0,3.8,None
70239202189951428,120.0,6.0,None
70239202149029391,41.0,3.8,None
70239202173060141,19.0,3.5,Черный
70239201931458264,50.0,10.0,None
70239202157984379,16.0,4.2,Цинк
70239202157974081,25.0,3.9,Черный
70239201940584040,65.0,4.2,None
70239202157979357,64.0,3.9,Черный
70239202171913839,45.0,3.5,None
70239202157972188,41.0,4.2,None
70239201931544136,32.0,6.3,None
70239202149096730,19.0,3.5,None
70239202173083350,19.0,5.5,RAL-5005
70239202173036285,38.0,4.8,Красный
70239201931545878,51.0,4.8,RAL-9003
70239202186336497,19.0,3.9,Черный
70239202173045574,65.0,4.8,Синий
70239202172914231,32.0,4.2,Цинк
70239202157989350,80.0,4.8,Цинк
70239201931544578,19.0,5.5,RAL-5010
70239201931460338,32.0,6.3,None
70239202148960301,35.0,4.5,None
70239202173102964,50.0,4.8,RAL - 5009
70239202173034812,51.0,4.8,RAL-5002
70239202173097087,12.0,3.5,None
70239202173037917,55.0,3.5,None
70239202186392563,19.0,4.2,None
70239202188511847,25.0,3.0,None
70239202173029537,25.0,5.5,RAL-1015
70239202156280345,45.0,5.0,Цинк
70239202186337317,16.0,3.5,Черный
70239201940729070,19.0,3.9,None
70239201931446103,19.0,5.5,Цинк
70239202173045797,51.0,4.8,RAL-3009
70239201931460453,30.0,6.0,None
70239202173087570,16.0,3.0,Белый
70239202156216938,25.0,3.5,None
70239202173067823,25.0,3.9,None
70239202173065056,41.0,3.5,None
70239202157975640,76.0,4.2,Черный
70239202149070948,140.0,6.0,None
70239202173086481,65.0,4.8,Зеленый
70239202173065429,19.0,4.2,Цинк
70239202173099069,65.0,3.8,None
70239202173124674,45.0,3.5,Белый
70239202189744270,35.0,3.5,Черный
70239202149029396,25.0,3.0,None
70239202149063055,25.0,4.0,None
70239202189641989,25.0,4.0,None
70239202149060720,80.0,6.0,None
70239201931544210,29.0,4.8,RAL-6005
70239202187043194,55.0,3.5,Черный
70239202164417405,75.0,4.2,None
70239202186276930,41.0,3.8,Черный
70239201931544262,29.0,4.8,RAL-8017
70239202173135298,50.0,6.0,Желтый
70239201931453877,32.0,5.5,Цинк
70239202149123871,90.0,4.2,None
70239202173064247,30.0,4.1,Белый
70239202173060585,32.0,4.2,RAL-9003
70239201931462387,127.0,4.8,None
70239201931544334,51.0,4.8,RAL-5021
70239201940747802,75.0,4.2,None
70239202013898385,None,None,None
70239201931460755,32.0,3.5,None
70239202149057111,120.0,6.0,None
70239202173101640,19.0,4.2,Цинк
70239202149068577,35.0,3.5,None
70239201931458962,51.0,6.3,Цинк
70239202173046379,70.0,6.0,Белый
70239202173124628,28.0,4.8,RAL-5002
70239202173071276,25.0,4.2,Цинк
70239201931544246,32.0,5.5,RAL-6005
70239202157977115,32.0,3.5,Черный
70239202173113119,30.0,4.0,Желтый
70239202173099083,28.0,4.8,RAL-2004
70239202149000237,120.0,6.0,None
70239202173126760,100.0,5.0,Желтый
70239202149062521,16.0,4.0,None
70239202173086624,19.0,3.5,None
70239202149060280,40.0,6.0,None
70239202173065096,70.0,4.8,Коричневый
70239202188648611,35.0,4.5,None
70239202173034577,70.0,4.8,Красный
70239202172911803,50.0,4.2,Цинк
70239202149057539,16.0,4.2,None
70239201931544401,70.0,4.2,Черный
70239201940756053,75.0,4.5,Черный
70239202173037380,29.0,4.8,Коричневый
70239202173085979,70.0,4.8,Зеленый
70239202157968444,20.0,3.0,Цинк
70239201931455485,120.0,12.0,None
70239202173118921,50.0,4.8,Красный
70239202173056343,41.0,3.5,None
70239202187027362,41.0,3.8,Черный
70239202173132658,35.0,3.9,Желтый
70239202173087566,29.0,4.8,RAL-9003
70239202173041102,40.0,5.0,Цинк
70239202149086521,25.0,5.0,None
70239201931571638,127.0,5.0,Черный
70239202188629532,30.0,3.0,None
70239202186339707,13.0,4.2,None
70239201931462052,32.0,2.0,Цинк
70239202173052059,50.0,5.0,Желтый
70239202188624757,35.0,4.8,RAL-6029
70239202158261186,45.0,4.5,None
70239202149000740,60.0,4.5,None
70239202186110629,120.0,4.8,None
70239202157970937,90.0,4.8,Черный
70239202173481354,51.0,5.5,Цинк
70239201931873959,11.0,3.5,Цинк
70239202175067704,38.0,5.5,None
70239202173085257,19.0,4.2,Цинк
70239202012434078,25.0,3.5,None
70239202189548701,51.0,4.8,RAL-7015
70239202186336781,19.0,4.2,Цинк
70239202153673757,127.0,6.3,None
70239202157988886,65.0,4.8,Цинк
70239202167083091,40.0,5.0,None
70239201931465864,100.0,4.8,None
70239202173112907,16.0,3.5,None
70239202173085693,16.0,3.9,Желтый
70239202157970423,152.0,6.3,Цинк
70239202149073131,60.0,5.0,None
70239202013929815,19.0,5.5,RAL-3011
70239201931467770,150.0,4.8,None
70239201931568363,25.0,3.9,Черный
70239202149086546,35.0,4.5,None
70239202172989524,51.0,6.3,Цинк
70239201940756076,90.0,5.0,None
70239202149030065,76.0,5.5,None
70239202149060182,50.0,4.2,None
70239202173086663,76.0,4.2,None
70239202173088252,35.0,4.8,Красный
70239202173080206,19.0,5.5,RAL-5002
70239202157976779,35.0,4.8,Цинк
70239201942560290,35.0,5.0,Желтый
70239201931463672,50.0,3.5,None
70239202173037445,30.0,4.5,Желтый
70239202148927530,90.0,5.0,None
70239202149066165,32.0,3.8,None
70239202149062359,32.0,6.3,None
70239202188263005,64.0,3.8,Черный
70239202173132412,28.0,4.8,RAL-3005
70239201942564975,32.0,4.2,Цинк
70239202173094217,19.0,5.5,RAL-1015
70239202173481245,25.0,3.5,None
70239202157965346,70.0,6.3,Цинк
70239202149057966,32.0,3.8,None
70239202157975710,60.0,4.5,Цинк
70239202149057591,90.0,6.0,None
70239202173042971,51.0,4.8,RAL-9003
70239202173481140,38.0,5.5,Цинк
70239202188700331,16.0,3.5,Черный
70239202189558871,35.0,4.5,None
70239202149071117,60.0,4.5,None
70239202187367174,None,None,Черный
70239201931544508,35.0,3.5,Черный
70239201931475643,38.0,5.5,None
70239202149080166,20.0,5.0,None
70239202187743480,41.0,3.5,None
70239201931544442,64.0,3.8,Черный
70239202157965396,19.0,3.5,Черный
70239202156214444,90.0,4.2,None
70239202173111026,65.0,3.8,None
70239202173081475,140.0,6.0,Желтый
70239201940585751,32.0,None,None
70239202149052993,51.0,4.8,None
70239202173192070,28.0,4.8,Красный
70239202188648563,50.0,6.0,None
70239202173038472,25.0,5.5,RAL-3005
70239201931467428,180.0,12.0,None
70239202173481297,152.0,4.8,Черный
70239202157982236,40.0,4.0,Цинк
70239202173099020,50.0,4.8,RAL-5002
70239201931455050,29.0,4.8,Цинк
70239201931472206,60.0,3.9,None
70239202173080725,40.0,3.5,Желтый
70239201931553074,19.0,4.2,RAL-7004
70239202188511848,28.0,4.8,RAL-6002
70239202173129184,29.0,4.8,Коричневый
70239202188749456,45.0,4.5,None
70239202157985789,38.0,5.5,Цинк
70239202173014744,51.0,4.8,RAL-6005
70239202173052719,65.0,3.8,None
70239202149058027,35.0,4.8,None
70239202173077632,19.0,5.5,Цинк
70239202153674077,16.0,4.0,None
70239202156281002,90.0,4.2,None
70239201940745488,25.0,3.5,None
70239202158261194,25.0,3.0,None
70239202157973938,30.0,3.0,Цинк
70239201940757974,75.0,4.2,None
70239202157984070,51.0,4.2,None
70239202173125150,30.0,3.9,None
70239202173070444,50.0,5.0,Цинк
70239202149070950,35.0,5.0,None
70239202157976768,75.0,4.2,Черный
70239202189641699,25.0,4.2,None
70239202173062339,29.0,4.8,Синий
70239202149060003,45.0,3.8,None
70239201931438756,41.0,4.2,None
70239202173060169,29.0,4.8,Красный
70239201931545052,35.0,4.8,RAL-6002
70239202156155377,50.0,7.0,None
70239202173131972,65.0,4.8,Коричневый
70239202149057322,38.0,6.3,None
70239202186336291,51.0,3.5,Черный
70239202186336532,13.0,4.2,Цинк
70239202176903437,19.0,4.8,Белый
70239202149029321,30.0,4.0,None
70239202173112564,19.0,5.5,RAL-3005
70239202173481050,51.0,4.2,Цинк
70239202149068100,35.0,4.0,None
70239202189919050,100.0,4.8,Черный
70239201940584227,51.0,3.5,None
70239201931544647,76.0,5.5,Цинк
70239202149030118,65.0,4.2,None
70239202173084113,40.0,6.0,Желтый
70239202173129655,25.0,5.5,Синий
70239202173481030,38.0,4.2,None
70239202156230676,50.0,5.0,Цинк
70239202157981516,14.0,4.2,None
70239202157975871,19.0,3.9,Желтый
70239202173099999,45.0,3.0,Желтый
70239201931438524,40.0,3.5,None
70239201931552753,60.0,6.3,Цинк
70239202173042453,16.0,3.9,Цинк
70239202173132723,65.0,4.8,Красный
70239201931544249,16.0,4.2,RAL-3005
70239202157972505,32.0,5.5,Цинк
70239201931455443,60.0,4.2,Черный
70239202173115356,11.0,3.5,None
70239202173481011,35.0,4.8,RAL-6005
70239201931467426,200.0,8.0,None
70239202157983871,19.0,4.2,Цинк
70239201931456047,70.0,4.8,Цинк
70239202173047997,70.0,4.8,RAL-5002
70239202173098777,25.0,3.5,None
70239202186613894,57.0,4.2,Цинк
70239202188588587,45.0,3.5,Черный
70239202149059987,32.0,4.2,None
70239202149029376,16.0,5.0,None
70239202149078630,30.0,4.5,None
70239201931463463,125.0,6.3,None
70239202149060174,16.0,4.2,None
70239202188847121,35.0,4.8,None
70239201931461186,75.0,4.2,None
70239202157971927,35.0,4.8,Цинк
70239202167088859,45.0,4.5,None
70239202149068018,30.0,3.0,None
70239202173077487,28.0,4.8,RAL-5005
70239201931544468,70.0,4.8,RAL-9003
70239202149098646,127.0,4.8,None
70239202189548725,35.0,3.5,None
70239201931544112,60.0,6.3,None
70239202173133382,51.0,3.5,None
70239202189548548,51.0,4.8,RAL-7015
70239202158000064,35.0,4.8,None
70239201931460340,102.0,4.8,None
70239202186277467,32.0,3.5,Черный
70239202186337212,35.0,3.5,Черный
70239202188135916,19.0,3.5,None
70239202149060038,12.0,3.0,None
70239202173118929,60.0,4.8,Синий
70239201931544511,25.0,5.5,RAL-1014
70239201942561058,38.0,5.5,RAL-8017
70239201942565622,32.0,5.5,RAL-8017
70239201931460413,9.5,3.5,Цинк
70239202173126901,50.0,5.0,Желтый
70239202188863690,13.0,2.5,None
70239202173031382,70.0,4.2,Белый
70239202149071650,45.0,3.5,None
70239202186110257,51.0,3.8,None
70239202149078746,25.0,3.0,None
70239202157973810,51.0,4.8,Цинк
70239202173070567,19.0,5.5,RAL-3011
70239202149060577,45.0,3.5,None
70239202157979330,100.0,5.0,Цинк
70239201931544155,240.0,6.3,Цинк
70239202156303957,19.0,3.5,None
70239202157967753,20.0,5.0,Цинк
70239202173125503,25.0,3.9,None
70239202157968174,41.0,3.5,Черный
70239202173041160,75.0,4.2,None
70239201942562990,25.0,5.0,Желтый
70239202173098694,65.0,3.8,None
70239202173123848,25.0,5.5,Коричневый
70239201931438452,25.0,3.5,Черный
70239202173109921,32.0,3.5,None
70239202173081893,35.0,4.8,RAL-7004
70239202173097050,70.0,4.8,RAL - 5009
70239202149060608,20.0,5.0,None
70239202173130551,51.0,3.5,None
70239202157977852,150.0,4.8,Черный
70239202173130153,50.0,4.8,Синий
70239202173104336,45.0,4.0,Желтый
70239202173110062,60.0,4.8,Зеленый
70239202157986049,25.0,5.0,Цинк
70239202157981367,50.0,5.5,Цинк
70239202173086216,25.0,3.5,None
70239202149096823,40.0,4.0,None
70239201931570808,45.0,3.5,Черный
70239202173092609,50.0,4.8,RAL-8017
70239202188510330,51.0,4.8,RAL-6020
70239202188510050,35.0,5.0,None
70239202156263335,50.0,4.5,Цинк
70239202173056217,19.0,3.5,None
70239201931467313,11.0,3.5,Черный
70239202157984118,32.0,3.9,None
70239202188175114,35.0,3.5,None
70239202173127578,60.0,4.5,Желтый
70239202173086301,65.0,4.8,Зеленый
70239202188629537,60.0,4.0,None
70239201931544773,13.0,4.2,RAL-5005
70239202188700362,95.0,4.8,Черный
70239202176901549,19.0,4.8,Синий
70239201931550274,25.0,3.5,Цинк
70239201931544164,35.0,3.9,Черный
70239202188648625,40.0,3.0,None
70239202157980448,19.0,4.2,Цинк
70239202149071668,140.0,6.3,None
70239202149124611,20.0,3.5,None
70239202157967073,45.0,3.9,Черный
70239201931549014,130.0,6.3,Цинк
70239202173088889,110.0,4.8,Желтый
70239202149083870,16.0,3.0,None
70239202173064463,29.0,4.8,RAL-5005
70239202167093785,12.0,4.0,None
70239202157980676,35.0,3.5,Черный
70239202173119992,25.0,5.5,Коричневый
70239202173071132,51.0,4.8,RAL-6020
70239202173086572,150.0,6.0,Желтый
70239202149121528,60.0,4.0,None
70239201940584324,35.0,4.8,Цинк
70239202148926940,60.0,4.0,None
70239202149059941,12.0,4.0,None
70239202173124433,45.0,5.0,Желтый
70239202157983168,11.0,3.8,Черный
70239202149073299,75.0,4.2,None
70239201931438753,16.0,4.2,None
70239202173481015,45.0,3.9,None
